epoch,train_loss,val_loss,train_acc,val_acc,weight_norm
0,4.7240495681762695,4.675277264912923,0.009037746116518974,0.011307870379338662,82.65132620603246
1,4.66755485534668,4.651417096455892,0.011695906519889832,0.009615162046005328,82.61016426362038
2,4.626410961151123,4.639292399088542,0.007974481210112572,0.009635416666666667,82.57007294759056
3,4.606712818145752,4.633352470397949,0.012227538973093033,0.009114583333333334,82.53052701446455
4,4.584684371948242,4.63004961013794,0.010632642544806004,0.009505208333333333,82.49170553288982
5,4.5708909034729,4.628601551055908,0.01807549223303795,0.00888888891786337,82.4535722961358
6,4.5643134117126465,4.62830483118693,0.017543859779834747,0.007902199092010656,82.4161381909262
7,4.5509033203125,4.629372692108154,0.02232854813337326,0.007867476856335997,82.37937852790542
8,4.537752151489258,4.631883494059244,0.021265285089612007,0.006600115758677323,82.34367269511809
9,4.5311689376831055,4.635537115732829,0.019670387730002403,0.0071759259328246115,82.30885000696307
10,4.524962902069092,4.640038935343425,0.017012227326631546,0.006675347251196702,82.27492149394389
11,4.518248558044434,4.645010153452556,0.020733652636408806,0.006750578712671995,82.2420279023508
12,4.512619972229004,4.650338967641194,0.019670387730002403,0.005338541666666667,82.210134603771
13,4.508243560791016,4.655677858988444,0.020202020183205605,0.006119791666666667,82.17934811630275
14,4.499636173248291,4.661172103881836,0.02551834098994732,0.006304976856335997,82.14959910399168
15,4.48983907699585,4.66674706141154,0.03030303120613098,0.006565393523002664,82.12089824423045
16,4.4828057289123535,4.67251443862915,0.02658160589635372,0.006435185189669331,82.09314603828574
17,4.472011566162109,4.678771877288819,0.023923445492982864,0.006174768523002664,82.0663097338078
18,4.464842796325684,4.685594940185547,0.03030303120613098,0.006304976856335997,82.04021289850868
19,4.449525356292725,4.69349807103475,0.035087719559669495,0.005653935189669331,82.01502807505204
20,4.444576263427734,4.702396011352539,0.03030303120613098,0.005653935189669331,81.99051051638004
21,4.4301438331604,4.712559572855631,0.03030303120613098,0.0059693287126719955,81.96643913599907
22,4.4134674072265625,4.724428272247314,0.039340775460004807,0.006044560189669331,81.94279070503387
23,4.410862922668457,4.737773990631103,0.03349282220005989,0.005914351856335998,81.919176247976
24,4.392470359802246,4.752537473042806,0.038809143006801605,0.006304976856335997,81.8956300660517
25,4.378866672515869,4.7690763155619305,0.04040404036641121,0.006695601856335998,81.87204408099704
26,4.372835159301758,4.785833899180094,0.038277510553598404,0.006825810189669331,81.84825147999472
27,4.350003719329834,4.802631155649821,0.04146730527281761,0.006640625,81.8244325041137
28,4.338820934295654,4.818222459157308,0.04891015589237213,0.0067708333333333336,81.8005362763345
29,4.319623947143555,4.832953993479411,0.046783626079559326,0.007867476856335997,81.77643869400671
30,4.307851791381836,4.846523475646973,0.046783626079559326,0.008518518523002665,81.75219913864404
31,4.289649486541748,4.8586304664611815,0.053694844245910645,0.008182870379338661,81.72752184159337
32,4.2813215255737305,4.868273607889811,0.054226476699113846,0.007010995379338662,81.70261418027852
33,4.263423919677734,4.875625451405843,0.056884635239839554,0.007141203712671995,81.67779560104894
34,4.256615161895752,4.880902576446533,0.057416267693042755,0.006750578712671995,81.65294580101042
35,4.238593101501465,4.885175959269206,0.05847953259944916,0.006620370379338662,81.62817664121917
36,4.221498966217041,4.888851451873779,0.05901116505265236,0.006880787046005328,81.60362778032876
37,4.20974063873291,4.892152500152588,0.06007442995905876,0.006750578712671995,81.57923904364901
38,4.20041036605835,4.89493548075358,0.0717703327536583,0.006750578712671995,81.55525085472416
39,4.19209098815918,4.897284571329752,0.06804890930652618,0.007010995379338662,81.53136918976479
40,4.167057991027832,4.8998961130778,0.06751728057861328,0.0070659722511967026,81.50792057996696
41,4.162573337554932,4.902316125233968,0.0728335976600647,0.007120949092010657,81.48491671818805
42,4.153408050537109,4.905322138468424,0.07655502110719681,0.007120949092010657,81.46226314519987
43,4.122674942016602,4.909721438090006,0.07974481582641602,0.007436342599491278,81.43989363533835
44,4.120367050170898,4.91543820699056,0.07974481582641602,0.007881944502393405,81.41768399286686
45,4.109324932098389,4.921917057037353,0.08771929889917374,0.00853298616906007,81.39572316065525
46,4.09522008895874,4.928974310557048,0.08133970946073532,0.008663194502393405,81.37404024526873
47,4.083221435546875,4.9365057945251465,0.08878256380558014,0.008923611169060071,81.35254646290346
48,4.071226119995117,4.943909645080566,0.09675704687833786,0.009965277835726738,81.33121453984927
49,4.0493035316467285,4.950865236918132,0.09516214579343796,0.010746527835726738,81.30994370033542
50,4.039251327514648,4.957063897450765,0.10101009905338287,0.01048611116906007,81.28888764660844
51,4.014732837677002,4.962600008646647,0.10101009905338287,0.010355902835726738,81.26790137107974
52,4.013838291168213,4.967525291442871,0.10526315867900848,0.010465856517354648,81.24707167054522
53,3.9934730529785156,4.9722434997558596,0.10792131721973419,0.010856481517354648,81.22641470062109
54,3.976933002471924,4.976929569244385,0.1116427406668663,0.011247106517354647,81.20588860353926
55,3.9628002643585205,4.981651782989502,0.11376927047967911,0.011116898184021314,81.18552085492765
56,3.9702913761138916,4.986226717631022,0.1127060055732727,0.011432291691501935,81.16518726491479
57,3.9447596073150635,4.991150951385498,0.11430090665817261,0.010911458358168601,81.1449306359453
58,3.9233484268188477,4.996661980946858,0.11749069392681122,0.011562500024835269,81.12488155962589
59,3.9177699089050293,5.002877775828043,0.11536417156457901,0.012343750024835268,81.1049470833196
60,3.9016647338867188,5.009294637044271,0.12546518445014954,0.012418981517354648,81.08520547787705
61,3.89353609085083,5.015943336486816,0.11908559501171112,0.012809606517354648,81.06562944433075
62,3.879014253616333,5.022032070159912,0.12546518445014954,0.012418981517354648,81.04613028495474
63,3.8651607036590576,5.028083324432373,0.12599681317806244,0.012939814850687981,81.02663020291538
64,3.8383450508117676,5.034464009602865,0.13078150153160095,0.013590856517354647,81.00712353541546
65,3.8408052921295166,5.040241781870524,0.1430090367794037,0.012884838009874026,80.98757733871909
66,3.8329648971557617,5.045916620890299,0.13769271969795227,0.013275463009874026,80.967928901577
67,3.8073723316192627,5.0518661181132,0.14194577932357788,0.013666088009874027,80.94843880298602
68,3.792483329772949,5.057970428466797,0.14247740805149078,0.014056713009874025,80.92903214393733
69,3.7876179218292236,5.06402915318807,0.13716109097003937,0.015153356517354647,80.90991460577365
70,3.7553515434265137,5.070354811350504,0.15789473056793213,0.015283564850687981,80.89096836572627
71,3.757413864135742,5.0762818336486815,0.1504518836736679,0.015653935198982557,80.8722526721949
72,3.742506980895996,5.081681410471599,0.14194577932357788,0.01617476853231589,80.85379972244822
73,3.7232108116149902,5.0867693265279135,0.16586922109127045,0.017086226865649222,80.8354735395818
74,3.718822717666626,5.091782315572103,0.15629984438419342,0.01734664353231589,80.81732187472083
75,3.7115402221679688,5.097133700052897,0.15789473056793213,0.017867476865649223,80.79946333075553
76,3.6842634677886963,5.102919292449951,0.16799575090408325,0.018778935198982556,80.7818465522233
77,3.6809237003326416,5.10945873260498,0.17224881052970886,0.019505208358168602,80.76452652656752
78,3.645001173019409,5.116866588592529,0.17224881052970886,0.01937500002483527,80.74740026133254
79,3.6404428482055664,5.1242820739746096,0.17597022652626038,0.019635416691501935,80.73051260646415
80,3.627218246459961,5.131029542287191,0.17543859779834747,0.020101273184021315,80.71395723091479
